order_id,customer_id,product_id,order_date,quantity,gross_revenue,discount_applied,shipping_cost
O142531,C01459,P10007,2024-11-06,1,45.0,0.0,7.21
O133044,C03115,P10193,2024-06-09,2,62.26,0.0,14.01
O145887,C01556,P10233,2024-11-19,1,142.86,0.0,12.72
O135886,C04988,P10029,2024-12-01,2,67.38,10.11,3.71
O137906,C02691,P10315,2024-03-09,1,45.09,0.0,6.24
O102160,C01793,P10092,2024-12-11,1,127.2,6.36,3.61
O125685,C04088,P10297,2024-05-12,1,81.94,8.19,5.31
O135338,C00682,P10180,2024-04-22,1,23.9,4.78,0.65
O127812,C00107,P10108,2024-11-15,1,99.15,0.0,11.46
O102095,C00112,P10263,2024-09-05,2,595.11,0.0,2.96
O111549,C02050,P10037,2024-06-12,3,592.34,88.84,0.82
O136574,C03721,P10218,2024-05-31,2,26.54,3.98,4.46
O102543,C02912,P10194,2024-11-14,2,208.65,0.0,5.11
O112420,C00019,P10192,2024-08-13,1,68.28,0.0,8.73
O124531,C01099,P10164,2024-01-18,2,1036.06,0.0,8.02
O113088,C01343,P10074,2024-07-29,1,35.24,0.0,9.46
O148548,C02449,P10162,2024-09-22,1,1146.97,0.0,9.09
O115499,C02195,P10009,2024-07-01,2,258.81,25.88,6.45
O146781,C00112,P10311,2024-09-09,2,81.78,0.0,9.24
O143020,C04578,P10314,2024-10-30,1,9.41,0.0,12.55
O104156,C04497,P10027,2024-10-29,1,113.65,11.37,5.02
O107867,C04023,P10264,2024-11-28,4,176.96,0.0,0.89
O113483,C01870,P10022,2024-07-25,3,173.1,0.0,7.35
O141256,C00245,P10300,2024-09-16,1,16.78,2.52,9.12
O104215,C00456,P10232,2024-03-30,1,650.6,130.12,1.61
O138794,C00178,P10023,2024-11-06,1,99.65,19.93,11.09
O130720,C00348,P10157,2024-11-10,4,4029.12,0.0,5.17
O118726,C00314,P10038,2024-09-10,1,213.39,0.0,7.41
O133686,C00134,P10312,2024-03-31,1,62.23,0.0,5.42
O111687,C01792,P10128,2024-12-29,1,422.22,0.0,11.55
O135076,C03935,P10291,2024-07-19,1,33.62,1.68,7.22
O142952,C02814,P10003,2024-09-11,1,24.58,0.0,2.4
O110401,C02001,P10042,2024-01-14,1,33.16,0.0,14.78
O108560,C00128,P10111,2024-08-14,1,35.31,0.0,12.0
O143225,C02096,P10076,2024-05-10,1,38.91,0.0,5.82
O138660,C01437,P10180,2024-12-11,1,39.83,0.0,2.56
O119072,C03612,P10268,2024-06-23,1,6677.99,0.0,9.22
O118662,C01736,P10277,2024-12-23,3,241.16,24.12,14.8
O134771,C02727,P10270,2024-12-09,1,4788.63,0.0,3.19
O100353,C04617,P10274,2024-02-13,3,8380.26,0.0,13.91
O113185,C02961,P10303,2024-07-07,1,28.1,0.0,5.98
O123491,C01325,P10060,2024-09-05,1,140.82,0.0,2.72
O129991,C03664,P10219,2024-05-15,1,102.16,0.0,14.61
O101383,C02532,P10078,2024-12-23,2,251.8,37.77,14.67
O150204,C03835,P10235,2024-09-14,1,15.14,2.27,0.3
O114613,C04637,P10084,2024-09-23,3,98.19,0.0,0.87
O149600,C03787,P10256,2024-06-26,1,631.6,94.74,3.22
O139291,C03189,P10155,2024-11-19,1,838.22,0.0,12.73
O134273,C03929,P10120,2024-04-27,1,424.1,0.0,8.1
O118809,C02444,P10241,2024-10-29,2,409.35,20.46,14.31
O127463,C04021,P10176,2024-11-08,1,759.02,113.86,3.25
O130286,C00494,P10261,2024-01-17,1,655.59,0.0,4.4
O104083,C01602,P10236,2024-10-20,1,38.56,0.0,12.29
O105257,C03573,P10052,2024-08-03,3,494.25,0.0,1.76
O124821,C02873,P10181,2024-11-13,2,86.6,0.0,7.86
O147259,C04243,P10066,2024-12-21,1,34.78,0.0,12.02
O104058,C03984,P10092,2024-02-16,3,241.68,0.0,6.51
O124561,C01213,P10051,2024-09-29,2,127.05,0.0,11.95
O102656,C01664,P10239,2024-09-13,3,1310.4,0.0,14.72
O119328,C04885,P10245,2024-07-05,3,647.79,0.0,12.22
O105150,C00978,P10199,2024-10-08,2,139.14,0.0,10.82
O100675,C01679,P10237,2024-01-13,1,370.36,0.0,4.02
O149773,C02749,P10231,2024-07-23,1,511.2,25.56,10.68
O100680,C01178,P10271,2024-07-06,1,1451.76,0.0,0.06
O110276,C01610,P10243,2024-10-16,2,118.62,0.0,7.41
O115580,C00382,P10031,2024-11-25,1,144.15,21.62,13.93
O133872,C03037,P10179,2024-03-24,2,2259.54,0.0,14.13
O131818,C01833,P10150,2024-04-07,3,257.19,0.0,3.38
O129069,C04637,P10292,2024-11-26,1,61.41,0.0,7.16
O146991,C03474,P10182,2024-10-15,1,85.2,0.0,11.44
O125555,C02224,P10026,2024-12-28,1,170.02,0.0,6.0
O130148,C02197,P10259,2024-12-14,3,1333.59,0.0,11.31
O130291,C00130,P10051,2024-09-11,1,66.87,0.0,3.16
O120317,C02201,P10090,2024-10-05,1,108.91,0.0,13.79
O138111,C03267,P10196,2024-03-16,1,38.51,0.0,8.38
O100945,C03557,P10191,2024-11-22,1,59.57,8.94,12.66
O143978,C03684,P10075,2024-11-26,2,329.72,0.0,0.14
O125319,C03318,P10050,2024-07-14,2,38.36,3.84,1.01
O111101,C01476,P10065,2024-08-11,1,79.68,11.95,9.6
O110397,C00988,P10225,2024-08-04,3,215.19,0.0,9.16
O111824,C03105,P10293,2024-11-16,1,17.91,0.0,6.96
O131062,C03182,P10145,2024-10-29,1,60.84,0.0,14.8
O125243,C00650,P10319,2024-09-29,1,22.0,2.2,4.2
O134223,C00893,P10090,2024-12-19,1,163.36,8.18,11.22
O141372,C02590,P10258,2024-12-05,1,272.82,54.57,8.24
O113641,C02854,P10074,2024-12-25,1,36.41,0.0,1.2
O143507,C01148,P10259,2024-04-01,1,444.53,0.0,3.21
O141482,C02148,P10154,2024-06-17,1,959.34,47.97,11.54
O102886,C04803,P10089,2024-05-23,1,281.65,14.08,14.04
O110140,C00405,P10265,2024-03-26,3,19247.93,0.0,14.86
O116382,C03509,P10134,2024-12-28,2,342.75,0.0,9.22
O120037,C01674,P10194,2024-09-20,1,104.32,0.0,14.38
O131586,C00198,P10151,2024-11-20,1,990.38,0.0,1.38
O129733,C00395,P10172,2024-05-18,3,1479.72,221.96,1.55
O138604,C04725,P10291,2024-09-13,1,33.62,0.0,8.28
O141235,C01183,P10016,2024-11-26,1,39.88,0.0,12.42
O138532,C02254,P10293,2024-01-10,1,11.94,0.0,10.64
O138530,C01624,P10254,2024-11-22,1,642.62,32.13,6.26
O122752,C00378,P10274,2024-10-07,1,2793.42,0.0,7.79
O104438,C02931,P10273,2024-03-31,1,922.36,0.0,9.76
O101039,C01667,P10283,2024-12-24,3,127.8,0.0,8.62
O113913,C04699,P10069,2024-10-05,1,116.25,23.25,3.83
O127901,C02189,P10205,2024-01-21,1,34.18,0.0,9.25
O133986,C01235,P10147,2024-08-19,1,174.3,0.0,2.08
O133055,C02574,P10203,2024-04-28,1,39.91,2.0,8.12
O102077,C00895,P10238,2024-12-06,1,77.6,0.0,9.96
O147646,C01825,P10166,2024-02-05,1,62.86,6.28,12.14
O147504,C03779,P10309,2024-12-19,1,49.92,9.98,8.56
O134072,C03674,P10264,2024-09-20,3,132.72,19.91,3.53
O106803,C01990,P10206,2024-01-04,1,85.95,8.6,4.12
O148988,C01628,P10107,2024-12-27,1,324.8,0.0,10.2
O120239,C02867,P10294,2024-10-22,1,14.66,0.0,14.26
O126477,C00558,P10219,2024-09-25,2,197.73,0.0,7.85
O123760,C04415,P10182,2024-06-15,1,85.2,0.0,11.63
O117936,C03484,P10201,2024-11-24,1,49.43,2.47,0.12
O104515,C01697,P10091,2024-10-03,4,1112.64,0.0,10.51
O104737,C00263,P10183,2024-08-15,1,130.23,0.0,12.67
O141344,C03295,P10234,2024-04-14,1,174.23,0.0,6.12
O149034,C03654,P10182,2024-05-03,1,127.8,0.0,2.81
O138185,C00442,P10088,2024-03-11,2,420.74,0.0,14.99
O118873,C04203,P10130,2024-09-29,1,188.35,,13.22
O100040,C02750,P10016,2024-02-14,1,24.44,3.67,1.81
O109327,C04467,P10201,2024-03-07,1,46.96,2.35,11.27
O109027,C02050,P10135,2024-08-18,1,367.06,0.0,5.88
O142366,C03169,P10032,2024-07-28,3,184.05,0.0,10.55
O149306,C02285,P10121,2024-12-12,1,275.31,0.0,5.0
O115090,C04227,P10204,2024-08-05,1,82.24,4.11,12.49
O104962,C01676,P10279,2024-11-29,3,141.81,28.36,3.73
O133597,C01324,P10066,2024-11-01,1,34.78,3.48,3.32
O100072,C03254,P10266,2024-07-30,1,2990.72,0.0,0.14
O132867,C02675,P10019,2024-07-07,3,575.55,0.0,0.57
O121891,C03847,P10305,2024-03-26,1,10.04,0.0,13.32
O104259,C01743,P10251,2024-11-30,1,229.65,0.0,2.22
O110376,C03491,P10145,2024-01-18,1,60.84,0.0,14.09
O100841,C00383,P10025,2024-09-08,1,271.22,0.0,10.72
O106702,C02898,P10106,2024-09-05,1,199.07,0.0,14.69
O134213,C00296,P10293,2024-12-28,1,17.91,0.0,13.33
O128366,C01284,P10060,2024-05-31,1,140.82,0.0,0.05
O147430,C01584,P10152,2024-08-12,1,1317.24,0.0,11.24
O123180,C04324,P10154,2024-10-30,1,911.37,0.0,9.07
O148237,C01591,P10068,2024-10-02,2,201.2,0.0,8.83
O138644,C01564,P10170,2024-07-14,3,1807.95,0.0,13.19
O117487,C02642,P10099,2024-01-06,1,267.26,13.36,8.2
O139499,C03174,P10318,2024-10-02,1,35.7,0.0,11.73
O128564,C00083,P10090,2024-11-27,1,163.36,8.18,10.78
O105685,C03728,P10088,2024-12-10,1,210.37,0.0,2.75
O148389,C01742,P10020,2024-02-24,1,35.14,0.0,1.83
O121660,C03177,P10310,2024-07-08,4,66.88,0.0,13.93
O140617,C01192,P10146,2024-07-06,1,991.56,0.0,5.25
O111681,C01741,P10127,2024-12-07,2,177.45,0.0,2.59
O121837,C01375,P10051,2024-11-17,3,300.92,30.09,13.83
O108257,C00088,P10246,2024-06-08,1,139.27,0.0,3.73
O123724,C02386,P10092,2024-10-04,1,127.2,12.72,11.05
O113479,C01236,P10306,2024-10-09,2,126.02,0.0,12.45
O100991,C04013,P10268,2024-11-28,1,6462.57,0.0,9.17
O142054,C00663,P10310,2024-10-11,1,17.6,0.0,5.81
O112663,C03224,P10167,2024-01-12,1,79.05,0.0,11.93
O105702,C01634,P10142,2024-05-19,1,1091.94,0.0,1.83
O114811,C00773,P10068,2024-12-24,2,301.8,30.18,4.75
O117784,C01185,P10095,2024-09-22,1,35.15,1.76,7.68
O124214,C01743,P10112,2024-12-24,2,260.73,13.04,3.94
O107220,C00852,P10163,2024-07-14,2,2029.11,0.0,12.98
O104343,C02326,P10257,2024-07-26,1,39.44,0.0,12.86
O114592,C01381,P10113,2024-09-06,1,292.17,,14.16
O149723,C00615,P10078,2024-12-15,3,377.7,113.31,11.75
O105608,C03509,P10047,2024-11-04,2,426.63,0.0,10.77
O134237,C02783,P10022,2024-09-26,1,57.7,0.0,7.43
O117050,C03976,P10019,2024-05-11,2,255.8,0.0,13.75
O112187,C00738,P10177,2024-12-23,1,102.52,0.0,3.91
O121089,C02156,P10312,2024-11-12,1,62.23,0.0,6.11
O123715,C02197,P10290,2024-12-23,1,31.88,0.0,13.88
O114256,C03242,P10194,2024-10-22,2,139.1,0.0,8.6
O136814,C00012,P10051,2024-12-06,1,100.3,0.0,2.84
O101679,C00650,P10226,2024-07-15,1,42.79,6.42,12.07
O130837,C01015,P10170,2024-11-02,3,1717.55,0.0,0.28
O107585,C03384,P10112,2024-04-02,1,86.91,0.0,7.46
O114568,C01364,P10173,2024-05-08,1,1195.42,0.0,7.41
O130441,C03323,P10292,2024-09-16,1,40.94,0.0,13.98
O108071,C04254,P10267,2024-10-24,1,5906.01,0.0,3.37
O134073,C04988,P10175,2024-05-24,1,924.29,138.65,7.03
O118456,C01775,P10264,2024-09-17,1,44.24,0.0,12.44
O147324,C04964,P10057,2024-04-25,1,119.51,0.0,3.67
O112714,C01720,P10151,2024-09-23,3,1980.75,198.08,7.09
O100442,C00142,P10306,2024-08-28,2,126.02,0.0,12.78
O141572,C03411,P10180,2024-01-24,2,47.8,0.0,1.56
O142831,C00606,P10270,2024-10-24,1,4549.2,0.0,6.06
O128322,C01819,P10206,2024-12-27,1,128.93,0.0,4.1
O110131,C03141,P10095,2024-12-12,2,111.0,33.3,11.35
O149853,C00311,P10096,2024-10-03,2,515.13,77.27,13.9
O123511,C01367,P10240,2024-09-13,2,581.28,0.0,0.89
O143210,C04929,P10064,2024-03-17,1,24.22,0.0,10.05
O117320,C00942,P10154,2024-08-27,4,5756.04,1151.2,0.97
O110264,C04515,P10292,2024-11-07,4,163.76,8.19,10.48
O125393,C02104,P10068,2024-11-24,1,150.9,0.0,12.22
O114021,C02474,P10221,2024-11-06,1,38.69,0.0,12.56
O134672,C02796,P10075,2024-06-09,2,313.23,0.0,4.15
O131142,C04809,P10274,2024-04-07,1,2793.42,139.67,9.98
O150137,C02527,P10157,2024-07-14,1,956.92,0.0,6.97
O115398,C02775,P10285,2024-02-03,2,34.73,0.0,3.23
O104399,C01681,P10218,2024-10-18,1,13.97,0.0,5.74
O111672,C02548,P10262,2024-03-22,1,361.46,0.0,11.16
O107903,C01159,P10120,2024-06-25,1,282.73,0.0,10.72
O113324,C00641,P10172,2024-06-12,1,493.24,49.32,14.98
O120661,C04243,P10000,2024-07-31,1,76.8,0.0,2.61
O124998,C03446,P10193,2024-12-01,1,31.13,4.67,0.98
O131804,C04850,P10277,2024-08-08,1,53.59,0.0,12.05
O125950,C04960,P10166,2024-08-04,1,39.81,7.96,3.29
O149475,C04328,P10267,2024-03-05,1,3937.34,1181.2,6.77
O145685,C01535,P10207,2024-04-26,1,56.82,0.0,3.08
O123312,C04220,P10187,2024-12-02,1,20.76,1.03,1.69
O102910,C01728,P10085,2024-09-29,1,206.49,0.0,4.65
O144690,C04670,P10215,2024-10-07,1,29.6,4.44,5.28
O101928,C02879,P10178,2024-05-16,4,348.13,17.41,0.5
O124482,C04874,P10317,2024-07-31,1,13.57,0.0,0.11
O113850,C03897,P10303,2024-07-28,2,37.46,11.24,6.63
O129985,C00505,P10131,2024-06-05,1,50.62,2.53,13.7
O132154,C03101,P10136,2024-11-20,1,248.38,24.83,0.84
O100534,C00938,P10042,2024-10-30,2,132.62,0.0,11.13
O115764,C00938,P10257,2024-08-28,1,39.44,0.0,13.25
O124905,C01993,P10162,2024-11-29,1,1720.46,0.0,6.19
O111146,C00911,P10239,2024-09-18,1,655.2,0.0,2.32
O111291,C03408,P10159,2024-05-29,1,208.81,31.32,8.56
O149146,C01681,P10137,2024-08-27,4,633.16,0.0,13.09
O103282,C03419,P10215,2024-12-03,1,29.6,0.0,3.21
O139359,C03540,P10150,2024-12-16,1,128.6,0.0,13.19
O144318,C03833,P10167,2024-07-29,1,75.1,0.0,6.22
O136913,C03606,P10009,2024-05-28,1,86.27,0.0,3.55
O110088,C03629,P10306,2024-09-13,1,38.62,0.0,11.57
O144538,C03243,P10166,2024-02-18,1,41.91,0.0,2.11
O127280,C01552,P10222,2024-03-27,1,111.98,0.0,12.09
O127565,C00363,P10014,2024-09-06,1,112.75,11.28,14.77
O120278,C03382,P10312,2024-03-11,1,40.15,0.0,0.3
O137408,C03788,P10260,2024-11-10,1,413.22,20.66,4.5
O118923,C02748,P10235,2024-09-18,1,23.97,2.39,10.14
O142675,C01663,P10107,2024-11-24,1,216.53,0.0,5.71
O139535,C00339,P10165,2024-11-21,1,221.64,11.08,2.53
O106472,C04704,P10217,2024-09-21,1,14.16,0.0,5.32
O130648,C02201,P10068,2024-10-16,1,100.6,0.0,2.79
O138798,C01090,P10245,2024-08-12,1,215.93,0.0,8.96
O126451,C03445,P10200,2024-09-23,1,16.46,0.0,2.43
O123545,C00244,P10278,2024-01-01,1,8.98,0.9,10.72
O131489,C01640,P10074,2024-11-22,1,23.49,0.0,7.32
O120964,C02363,P10187,2024-04-20,1,13.84,0.0,1.44
O107472,C04283,P10202,2024-07-31,2,68.48,0.0,5.89
O115200,C00776,P10214,2024-10-13,1,36.78,5.52,10.24
O133449,C00943,P10027,2024-03-29,1,113.65,0.0,0.66
O114939,C00857,P10147,2024-02-23,1,174.3,26.14,10.82
O147976,C03419,P10125,2024-08-16,4,572.34,0.0,6.27
O145745,C00614,P10054,2024-10-23,2,105.5,0.0,9.61
O116125,C02332,P10283,2024-11-11,1,28.4,0.0,14.82
O136994,C01930,P10248,2024-11-01,1,270.97,0.0,7.97
O123994,C01809,P10129,2024-10-19,2,333.11,66.62,1.54
O115876,C00943,P10116,2024-03-01,2,354.6,0.0,5.01
O131990,C00500,P10089,2024-06-25,2,844.95,0.0,12.56
O129429,C03920,P10080,2024-11-15,1,116.66,0.0,1.62
O136770,C02030,P10097,2024-08-03,1,167.9,0.0,6.38
O149158,C00054,P10284,2024-10-07,2,110.04,0.0,0.97
O144677,C01277,P10196,2024-07-22,1,57.76,0.0,13.05
O133609,C02452,P10175,2024-12-24,1,616.19,0.0,12.29
O144349,C03810,P10262,2024-09-28,1,570.72,85.6,0.66
O112146,C01521,P10260,2024-09-01,1,413.22,0.0,1.24
O128565,C03181,P10119,2024-03-07,1,295.78,0.0,7.0
O116144,C04199,P10217,2024-03-22,1,23.1,0.0,2.13
O147443,C01942,P10266,2024-07-05,1,4984.53,1495.36,4.73
O117998,C04203,P10236,2024-01-26,1,38.56,5.78,5.63
O126189,C01566,P10299,2024-01-20,1,27.9,0.0,0.47
O105811,C04650,P10173,2024-12-07,2,1542.48,0.0,3.92
O106594,C00280,P10180,2024-01-20,1,61.74,0.0,6.28
O103144,C02629,P10225,2024-08-11,1,107.6,16.14,3.99
O137495,C01377,P10264,2024-03-25,1,26.54,0.0,6.06
O119116,C01708,P10093,2024-12-27,2,740.97,37.05,13.51
O119962,C04152,P10286,2024-01-13,4,57.24,0.0,2.69
O123842,C03393,P10120,2024-02-06,1,282.73,28.27,6.17
O111800,C03113,P10232,2024-08-07,2,1344.56,0.0,6.26
O101379,C02696,P10293,2024-12-21,1,11.34,0.57,7.05
O111802,C03080,P10036,2024-07-31,1,15.91,0.0,0.05
O149581,C01199,P10179,2024-03-15,1,1694.66,0.0,12.37
O132692,C02608,P10084,2024-10-16,1,20.73,0.0,1.84
O134759,C04579,P10212,2024-11-21,2,25.44,1.27,6.52
O136024,C02201,P10312,2024-10-24,1,40.15,0.0,0.64
O108212,C03707,P10263,2024-08-20,1,307.47,46.13,12.47
O111648,C04015,P10201,2024-08-04,2,98.86,14.83,5.31
O134108,C02854,P10282,2024-09-05,2,81.31,0.0,0.84
O125397,C00472,P10134,2024-06-18,1,114.25,0.0,9.74
O127927,C04921,P10312,2024-11-05,1,40.15,0.0,13.2
O135456,C00058,P10142,2024-08-28,1,704.48,105.67,4.0
O146307,C02386,P10302,2024-09-17,3,64.22,0.0,8.4
O140811,C04344,P10206,2024-10-20,1,81.65,12.25,6.69
O114255,C01559,P10024,2024-11-27,4,631.26,0.0,7.69
O109476,C03956,P10254,2024-08-04,3,1927.84,0.0,13.78
O109867,C03274,P10241,2024-06-11,1,204.68,0.0,6.54
O145278,C00456,P10060,2024-10-16,1,222.34,0.0,4.75
O108532,C02724,P10155,2024-11-03,1,540.79,54.08,11.1
O133456,C01542,P10298,2024-11-12,1,64.06,0.0,3.84
O117398,C00942,P10014,2024-07-22,1,169.12,50.73,4.02
O134348,C03105,P10189,2024-05-10,1,112.18,11.22,10.51
O142547,C02749,P10114,2024-10-22,1,403.04,0.0,8.6
O128573,C02284,P10234,2024-12-11,1,174.23,0.0,8.49
O123656,C00418,P10123,2024-11-03,2,402.51,0.0,3.3
O125320,C03708,P10087,2024-10-26,4,1182.6,118.26,5.8
O147411,C01340,P10155,2024-10-09,1,811.18,121.68,1.48
O141244,C01896,P10272,2024-11-11,1,3081.22,308.12,6.96
O116719,C03841,P10017,2024-05-14,4,662.45,132.49,4.16
O115072,C02482,P10156,2024-10-11,1,54.79,5.48,9.85
O105392,C04988,P10314,2024-05-08,1,14.86,0.0,0.76
O103798,C02826,P10271,2024-01-25,1,1379.17,206.87,4.0
O142545,C03720,P10312,2024-06-22,1,40.15,0.0,2.54
O116646,C02783,P10243,2024-01-28,1,39.54,11.86,5.19
O139636,C02013,P10295,2024-12-15,2,28.92,0.0,12.26
O120526,C03952,P10179,2024-11-24,1,1129.77,112.98,0.11
O100335,C01099,P10024,2024-09-20,4,420.84,63.13,2.48
O137204,C02104,P10085,2024-05-22,1,309.74,0.0,9.46
O129566,C02528,P10215,2024-12-04,1,19.73,2.96,3.39
O148256,C01093,P10066,2024-04-26,2,104.34,15.64,14.02
O147698,C03683,P10102,2024-10-14,1,278.79,13.93,12.71
O142880,C02050,P10302,2024-06-30,1,21.4,3.21,8.41
O127566,C04159,P10165,2024-11-13,1,664.9,0.0,13.41
O103182,C01340,P10243,2024-05-24,1,59.31,0.0,2.55
O116923,C04726,P10195,2024-10-26,1,89.22,4.46,10.65
O105563,C01736,P10029,2024-07-12,1,33.69,0.0,12.75
O148817,C04537,P10111,2024-12-03,1,57.61,0.0,8.69
O135350,C01506,P10007,2024-03-11,1,45.0,0.0,4.81
O114348,C04617,P10104,2024-03-21,1,11.47,0.0,13.81
O110802,C02017,P10192,2024-08-17,1,68.28,3.41,10.85
O109293,C04254,P10183,2024-04-20,1,130.23,26.04,6.15
O103092,C02450,P10215,2024-12-13,1,19.73,2.96,14.44
O110338,C03652,P10039,2024-08-27,1,111.22,11.13,4.23
O112559,C01728,P10237,2024-10-01,1,246.91,49.38,2.72
O109731,C02983,P10179,2024-09-02,1,1073.28,0.0,1.85
O100150,C00468,P10032,2024-07-27,1,61.35,0.0,2.47
O114587,C04863,P10293,2024-07-19,2,35.82,0.0,5.94
O121848,C01951,P10217,2024-06-13,1,14.9,0.0,0.18
O113023,C01043,P10243,2024-12-09,1,39.54,3.95,13.66
O113270,C01262,P10013,2024-02-19,1,71.93,0.0,6.87
O119908,C02436,P10286,2024-12-19,1,28.62,0.0,2.72
O144704,C00126,P10231,2024-11-30,1,340.8,0.0,2.25
O111020,C04918,P10001,2024-08-15,2,271.56,0.0,8.0
O129989,C03419,P10160,2024-06-19,1,1005.51,0.0,9.6
O148709,C04207,P10126,2024-12-14,1,243.99,0.0,9.98
O140945,C04734,P10135,2024-10-22,3,1101.2,55.06,7.19
O105863,C03195,P10032,2024-06-03,1,61.35,9.2,2.93
O136520,C02667,P10105,2024-05-17,1,160.67,0.0,4.84
O146748,C02449,P10028,2024-09-08,4,118.4,0.0,10.37
O135210,C00491,P10209,2024-12-26,3,284.17,0.0,8.28
O146660,C03966,P10214,2024-06-17,2,73.56,11.03,7.56
O101176,C01474,P10122,2024-11-15,1,14.48,1.45,11.81
O145718,C01124,P10300,2024-07-01,1,16.78,0.0,14.07
O138968,C04435,P10122,2024-01-01,1,14.48,0.0,11.94
O107677,C01309,P10202,2024-05-06,1,34.24,1.71,2.64
O142970,C04886,P10025,2024-04-18,1,174.98,8.75,9.01
O140789,C03393,P10116,2024-05-13,1,177.3,26.6,1.55
O108921,C00938,P10167,2024-05-24,1,79.05,0.0,6.39
O132245,C02001,P10024,2024-03-10,4,631.26,63.12,7.51
O123537,C02849,P10204,2024-12-28,1,82.24,0.0,8.26
O143651,C03065,P10036,2024-12-12,4,60.46,0.0,8.02
O144302,C01033,P10149,2024-12-22,1,1135.35,170.31,12.31
O147941,C04757,P10147,2024-12-17,1,174.3,0.0,6.14
O105680,C03051,P10229,2024-12-22,1,11.99,3.6,13.22
O100899,C04512,P10146,2024-01-01,1,991.56,0.0,12.89
O132418,C03171,P10142,2024-01-02,1,704.48,0.0,1.56
O139581,C02950,P10040,2024-10-25,2,299.08,14.95,9.26
O110462,C04028,P10002,2024-05-18,1,61.11,0.0,12.11
O134856,C00790,P10056,2024-12-02,1,252.6,0.0,5.14
O142235,C02397,P10307,2024-12-25,1,80.14,16.04,9.82
O106690,C01240,P10226,2024-12-11,1,42.79,2.14,8.22
O150203,C03656,P10051,2024-04-21,1,66.87,0.0,14.42
O116033,C01672,P10023,2024-10-27,2,132.86,13.29,11.24
O122497,C01714,P10200,2024-11-12,2,31.27,3.13,10.5
O122621,C01510,P10226,2024-08-27,1,66.32,0.0,9.37
O146350,C04074,P10319,2024-12-17,1,22.0,0.0,3.7
O121582,C04988,P10280,2024-03-24,1,66.91,0.0,11.64
O133284,C00854,P10079,2024-11-10,2,108.42,0.0,0.46
O102293,C00868,P10013,2024-06-09,3,143.85,0.0,4.57
O138256,C00650,P10271,2024-08-24,1,1451.76,0.0,9.78
O123895,C00211,P10116,2024-05-27,2,531.9,53.19,9.43
O144816,C02009,P10056,2024-01-16,1,168.4,0.0,8.61
O111396,C03785,P10085,2024-12-25,3,619.47,0.0,14.26
O126994,C00580,P10162,2024-01-16,1,1146.97,0.0,2.57
O135269,C00630,P10247,2024-03-17,1,109.7,16.45,3.25
O129052,C04334,P10051,2024-04-06,1,63.53,0.0,0.71
O137122,C00251,P10312,2024-12-02,1,62.23,0.0,2.81
O103709,C04932,P10111,2024-09-06,1,35.31,0.0,9.57
O141276,C02580,P10239,2024-07-24,1,655.2,0.0,6.84
O138195,C04837,P10060,2024-12-15,1,229.76,45.96,14.96
O142416,C04743,P10282,2024-12-27,3,78.69,0.0,10.79
O100155,C03007,P10200,2024-11-23,1,24.69,0.0,14.51
O139192,C03608,P10295,2024-08-07,1,15.22,0.0,4.18
O138700,C04084,P10286,2024-04-10,1,28.62,0.0,3.24
O100229,C02306,P10144,2024-08-18,2,687.21,0.0,10.99
O114224,C02410,P10019,2024-10-09,1,191.85,38.37,2.29
O147527,C04597,P10286,2024-11-14,1,28.62,2.86,1.04
O141991,C03168,P10020,2024-12-11,2,70.28,14.06,0.38
O140077,C00245,P10033,2024-06-28,2,76.5,7.65,14.12
O121952,C00983,P10151,2024-11-28,1,990.38,0.0,1.33
O146809,C03272,P10211,2024-12-14,1,14.71,0.0,2.18
O115259,C03072,P10087,2024-12-05,1,187.24,56.17,1.67
O136608,C00941,P10217,2024-12-24,3,67.05,0.0,13.11
O128720,C00180,P10279,2024-10-25,2,94.54,0.0,9.74
O115222,C02559,P10094,2024-10-27,1,163.6,0.0,11.96
O107981,C03820,P10079,2024-01-03,2,54.21,0.0,3.55
O116380,C03570,P10004,2024-03-29,1,171.27,0.0,2.74
O127024,C03169,P10297,2024-11-16,1,54.63,10.93,12.06
O111639,C04146,P10123,2024-10-13,1,127.46,0.0,7.12
O144925,C04603,P10125,2024-11-25,2,190.78,19.08,13.03
O115175,C04962,P10014,2024-10-11,1,169.12,0.0,9.25
O125703,C01053,P10029,2024-09-02,1,22.46,0.0,1.65
O126893,C02234,P10280,2024-09-22,1,42.38,0.0,14.74
O120217,C01804,P10025,2024-06-07,1,174.98,0.0,5.9
O136404,C00469,P10099,2024-08-01,3,1202.67,0.0,6.37
O116357,C00942,P10193,2024-12-05,1,46.7,0.0,4.93
O147490,C01953,P10057,2024-04-01,3,340.6,34.06,2.94
O109264,C01935,P10316,2024-12-27,1,51.92,0.0,12.16
O142907,C01837,P10206,2024-07-07,1,133.22,0.0,14.88
O133755,C01449,P10180,2024-11-08,1,39.83,1.99,2.94
O132688,C00650,P10163,2024-05-01,1,676.37,33.82,5.88
O130953,C01564,P10059,2024-03-02,1,162.27,0.0,14.26
O133379,C04818,P10244,2024-09-16,1,428.68,128.6,12.83
O140109,C03323,P10293,2024-06-07,3,35.82,5.37,10.66
O146283,C00162,P10258,2024-11-23,1,181.88,9.09,0.2
O146028,C04023,P10112,2024-12-02,1,86.91,0.0,6.22
O146157,C00072,P10310,2024-09-02,3,52.8,7.92,2.5
